CP,region,code,Local_athority,S Ref E,S Ref N,S Ref Latitude,S Ref Longitude,Road,Road.Name,RCat,CP.Location
931701,Wales,NULL,Powys,314450,320150,52.77214031,-3.26952996,C2002,NULL,CR,NULL
931702,Wales,NULL,Powys,297400,268460,52.30464301,-3.506182818,U,NULL,UR,NULL
931703,Wales,NULL,Powys,277550,299140,52.5762496,-3.808422105,C2019,NULL,UR,NULL
931705,Wales,NULL,Wrexham,334640,352090,53.06204194,-2.976752295,U,NULL,UU,NULL
931706,Wales,NULL,Wrexham,332560,350440,53.04695339,-3.007438797,C,NULL,CU,NULL
931707,Wales,NULL,Wrexham,335560,354790,53.08642087,-2.963567973,U,NULL,UR,NULL
931708,Wales,NULL,Wrexham,328450,339940,52.95204854,-3.066406951,U,NULL,UR,NULL
931709,Wales,NULL,Carmarthenshire,233740,229670,51.94062551,-4.420141488,C,NULL,CR,NULL
931710,Wales,NULL,Carmarthenshire,265810,219260,51.85575045,-3.949862561,C,NULL,CR,NULL
931711,Wales,NULL,Carmarthenshire,262490,222720,51.88603127,-3.999417041,U,NULL,UR,NULL
931712,Wales,NULL,Carmarthenshire,233800,218300,51.83850835,-4.413787952,U,NULL,UR,NULL
931713,Wales,NULL,Carmarthenshire,241800,228300,51.93066945,-4.302359973,U,NULL,UR,NULL
931714,Wales,NULL,Carmarthenshire,276000,236800,52.01572959,-3.808313118,U,NULL,UR,NULL
931715,Wales,NULL,Carmarthenshire,258590,211140,51.78100675,-4.051309562,C,NULL,CR,NULL
931716,Wales,NULL,Carmarthenshire,249330,215930,51.82162414,-4.18752509,C,NULL,CR,NULL
931717,Wales,NULL,Carmarthenshire,244110,235040,51.99187163,-4.271851479,C,NULL,CR,NULL
931718,Wales,NULL,Carmarthenshire,255690,222450,51.88188549,-4.098037694,C,NULL,CR,NULL
931719,Wales,NULL,Carmarthenshire,264839,242523,52.06454431,-3.973112976,U,NULL,UR,NULL
931720,Wales,NULL,Carmarthenshire,239360,208150,51.74895314,-4.32845455,U,NULL,UR,NULL
931721,Wales,NULL,Carmarthenshire,217720,226640,51.90839323,-4.65133569,U,NULL,UR,NULL
931722,Wales,NULL,Pembrokeshire,195830,236680,51.99094462,-4.975092804,U,NULL,UR,NULL
931723,Wales,NULL,Pembrokeshire,209610,243510,52.05717511,-4.778455931,U,NULL,UR,NULL
931724,Wales,NULL,Pembrokeshire,222170,235250,51.98716367,-4.591171373,C,NULL,CR,NULL
931725,Wales,NULL,Pembrokeshire,212075,227928,51.9180838,-4.734004474,C3002,NULL,CR,NULL
931726,Wales,NULL,Pembrokeshire,212620,207540,51.73516668,-4.715049549,U,NULL,UR,NULL
931727,Wales,NULL,Pembrokeshire,201150,197560,51.64159522,-4.875250909,C,NULL,CR,NULL
931728,Wales,NULL,Pembrokeshire,208280,201290,51.67756989,-4.774384583,U,NULL,UR,NULL
931729,Wales,NULL,Blaenau Gwent,322100,203460,51.72442895,-3.129204474,C,NULL,CU,NULL
931730,Wales,NULL,Blaenau Gwent,314030,209540,51.77790091,-3.247515467,U,NULL,UU,NULL
931731,Wales,NULL,Blaenau Gwent,319580,209860,51.78160361,-3.167162508,U,NULL,UU,NULL
931732,Wales,NULL,Blaenau Gwent,316890,210830,51.78992936,-3.20637994,U,NULL,UU,NULL
931733,Wales,NULL,Blaenau Gwent,315500,209400,51.77686663,-3.226179382,U,NULL,UR,NULL
931734,Wales,NULL,Monmouthshire,348320,188210,51.5903598,-2.747386318,U,NULL,UU,NULL
931735,Wales,NULL,Monmouthshire,342730,187490,51.58334509,-2.827950561,U,NULL,UR,NULL
931736,Wales,NULL,Monmouthshire,332500,220900,51.88255948,-2.98206501,C,NULL,CR,NULL
931737,Wales,NULL,Monmouthshire,333500,205270,51.74217081,-2.964533758,C,NULL,CR,NULL
931739,Wales,NULL,Newport,329930,190290,51.6070681,-3.013219801,U,NULL,UU,NULL
931740,Wales,NULL,Newport,332530,189130,51.59695778,-2.975457749,U,NULL,UU,NULL
931741,Wales,NULL,Newport,333600,187320,51.58081314,-2.959669524,U,NULL,UU,NULL
931742,Wales,NULL,Newport,331520,187120,51.57876582,-2.989643944,C,NULL,CU,NULL
931743,Wales,NULL,Newport,329120,185440,51.56336558,-3.023933502,U,NULL,UU,NULL
931744,Wales,NULL,Newport,337000,190800,51.61248996,-2.9112342,C,NULL,CR,NULL
931745,Wales,NULL,Newport,325580,182450,51.53602932,-3.074359775,U,NULL,UR,NULL
931746,Wales,NULL,Cardiff,317350,182790,51.5379391,-3.193071195,U,NULL,UU,NULL
931747,Wales,NULL,Cardiff,324340,180810,51.52112098,-3.091881434,U,NULL,UU,NULL
931748,Wales,NULL,Cardiff,320050,176600,51.48268277,-3.152744573,U,NULL,UU,NULL
931749,Wales,NULL,Cardiff,317570,174870,51.46677431,-3.188046504,U,NULL,UU,NULL
931750,Wales,NULL,Cardiff,316100,180890,51.52067457,-3.210636603,U,NULL,UU,NULL
931751,Wales,NULL,Cardiff,322180,181120,51.52361387,-3.123075767,U,NULL,UU,NULL
931752,Wales,NULL,Cardiff,320550,180930,51.52167855,-3.146522361,U,NULL,UU,NULL
931753,Wales,NULL,Cardiff,312400,180590,51.51741532,-3.263876055,U,NULL,UU,NULL
931754,Wales,NULL,Cardiff,313150,175360,51.47051713,-3.251781119,U,NULL,UU,NULL
931755,Wales,NULL,Cardiff,318100,177630,51.49166262,-3.181059291,U,NULL,UU,NULL
931756,Wales,NULL,Cardiff,317030,176070,51.47748274,-3.196100645,U,NULL,UU,NULL
931757,Wales,NULL,Cardiff,314340,177720,51.49191376,-3.235226035,U,NULL,UU,NULL
931758,Wales,NULL,Cardiff,317150,180040,51.51318872,-3.195306516,U,NULL,UU,NULL
931759,Wales,NULL,Cardiff,314180,179030,51.50366553,-3.237849136,U,NULL,UU,NULL
931760,Wales,NULL,Cardiff,321270,182490,51.53580338,-3.136496287,U,NULL,UU,NULL
931761,Wales,NULL,Cardiff,308120,180950,51.51997057,-3.325635653,U,NULL,UR,NULL
931762,Wales,NULL,Caerphilly,314480,196860,51.66398922,-3.237876999,C,NULL,CU,NULL
931763,Wales,NULL,Caerphilly,325070,190420,51.60761002,-3.083413852,U,NULL,UU,NULL
931764,Wales,NULL,Caerphilly,312060,206300,51.74847063,-3.275241471,U,NULL,UU,NULL
931765,Wales,NULL,Caerphilly,314250,199000,51.68319076,-3.241727686,U,NULL,UU,NULL
931766,Wales,NULL,Caerphilly,316300,197550,51.67046617,-3.211734717,U,NULL,UU,NULL
931767,Wales,NULL,Caerphilly,320720,196770,51.66409647,-3.147656662,U,NULL,UU,NULL
931768,Wales,NULL,Caerphilly,311820,189330,51.59589015,-3.274427342,U,NULL,UR,NULL
931769,Wales,NULL,Caerphilly,320590,200530,51.69787812,-3.150392332,U,NULL,UR,NULL
931770,Wales,NULL,Bridgend,292660,180620,51.51427511,-3.548274794,U,NULL,UU,NULL
931771,Wales,NULL,Bridgend,290910,181790,51.52445556,-3.573846542,U,NULL,UU,NULL
931772,Wales,NULL,Bridgend,288890,180280,51.5104896,-3.602474709,U,NULL,UU,NULL
931773,Wales,NULL,Bridgend,283300,182950,51.53335838,-3.683874601,U,NULL,UU,NULL
931774,Wales,NULL,Bridgend,285420,190210,51.59904306,-3.655693333,U,NULL,UU,NULL
931775,Wales,NULL,Bridgend,293160,191060,51.60820581,-3.54424831,U,NULL,UR,NULL
931776,Wales,NULL,Bridgend,295570,181710,51.52461836,-3.506677821,U,NULL,UR,NULL
931777,Wales,NULL,Merthyr Tydfil,306630,208880,51.77078136,-3.354567821,U,NULL,UU,NULL
931778,Wales,NULL,Merthyr Tydfil,310000,196290,51.65816499,-3.302485899,U,NULL,UU,NULL
931779,Wales,NULL,Merthyr Tydfil,302240,206570,51.74926807,-3.417518839,U,NULL,UU,NULL
931780,Wales,NULL,Merthyr Tydfil,309520,201590,51.70572863,-3.310798485,U,NULL,UR,NULL
931781,Wales,NULL,"Rhondda, Cynon, Taff",306540,192590,51.62434128,-3.351501346,U,NULL,UR,NULL
931782,Wales,NULL,"Rhondda, Cynon, Taff",299380,183350,51.54005198,-3.45224785,U,NULL,UR,NULL
931783,Wales,NULL,"Rhondda, Cynon, Taff",309780,184690,51.55385766,-3.30267692,C,NULL,CR,NULL
931784,Wales,NULL,"Rhondda, Cynon, Taff",299800,191870,51.61670855,-3.448627495,U,NULL,UU,NULL
931785,Wales,NULL,"Rhondda, Cynon, Taff",306210,184800,51.5542635,-3.354182787,U,NULL,UU,NULL
931786,Wales,NULL,"Rhondda, Cynon, Taff",303960,182880,51.53662608,-3.386101084,U,NULL,UU,NULL
931787,Wales,NULL,"Rhondda, Cynon, Taff",296050,205490,51.7384455,-3.506829492,U,NULL,UU,NULL
931788,Wales,NULL,"Rhondda, Cynon, Taff",298680,203380,51.71996265,-3.468140119,U,NULL,UU,NULL
931789,Wales,NULL,"Rhondda, Cynon, Taff",300050,197180,51.66448134,-3.446536261,U,NULL,UU,NULL
931790,Wales,NULL,"Rhondda, Cynon, Taff",308930,186680,51.57160901,-3.315449601,U,NULL,UU,NULL
931791,Wales,NULL,"Rhondda, Cynon, Taff",309490,188330,51.58653115,-3.307797392,U,NULL,UU,NULL
931792,Wales,NULL,"Rhondda, Cynon, Taff",305370,197640,51.66953828,-3.369765542,U,NULL,UU,NULL
931793,Wales,NULL,Swansea,259850,203880,51.7160898,-4.030128804,U,NULL,UR,NULL
931794,Wales,NULL,Swansea,249725,191943,51.60621606,-4.171446935,U,NULL,UR,NULL
931795,Wales,NULL,Swansea,267210,196300,51.64976719,-3.920770474,U,NULL,UU,NULL
931796,Wales,NULL,Swansea,267030,193237,51.62219993,-3.922206158,U,NULL,UU,NULL
931797,Wales,NULL,Swansea,259840,188390,51.57690031,-4.024062606,C,NULL,CU,NULL
931798,Wales,NULL,Swansea,261310,192370,51.6130277,-4.004437284,U,NULL,UU,NULL
931799,Wales,NULL,Swansea,264467,193988,51.62833655,-3.95949754,U,NULL,UU,NULL
931800,Wales,NULL,Swansea,258500,199350,51.67504672,-4.047818312,U,NULL,UU,NULL
931801,Wales,NULL,Swansea,268770,202120,51.70243371,-3.900424167,U,NULL,UU,NULL
931802,Wales,NULL,Swansea,266750,198950,51.67347148,-3.928426451,U,NULL,UU,NULL
931803,Wales,NULL,Neath Port Talbot,277270,192500,51.61790483,-3.774106075,U,NULL,UR,NULL
931804,Wales,NULL,Neath Port Talbot,277100,200390,51.68877429,-3.77933578,U,NULL,UR,NULL
931805,Wales,NULL,Torfaen,325570,208775,51.7726801,-3.080116431,U,NULL,UR,NULL
931806,Wales,NULL,Torfaen,329650,195030,51.649645,-3.018216188,C,NULL,CU,NULL
931807,Wales,NULL,Torfaen,327780,195940,51.65758817,-3.045428095,U,NULL,UU,NULL
931808,Wales,NULL,Torfaen,328200,202270,51.71454682,-3.040661881,U,NULL,UU,NULL
931809,Wales,NULL,Gwynedd,262520,367220,53.18426037,-4.058855048,U,NULL,UR,NULL
931812,Wales,NULL,Gwynedd,250400,356810,53.08748517,-4.235225215,U,NULL,UR,NULL
931813,Wales,NULL,The Vale of Glamorgan,318310,171460,51.4362271,-3.176607434,C,NULL,CU,NULL
931814,Wales,NULL,The Vale of Glamorgan,315870,170820,51.4301162,-3.211549469,U,NULL,UU,NULL
931815,Wales,NULL,The Vale of Glamorgan,311550,169480,51.41741173,-3.27333907,U,NULL,UU,NULL
931816,Wales,NULL,The Vale of Glamorgan,296730,169090,51.41139734,-3.48627191,C,NULL,CU,NULL
931817,Wales,NULL,The Vale of Glamorgan,310560,168390,51.40745784,-3.28729656,U,NULL,UU,NULL
931818,Wales,NULL,The Vale of Glamorgan,306040,176310,51.47791925,-3.354368014,C,NULL,CR,NULL
931819,Wales,NULL,The Vale of Glamorgan,293440,175080,51.46462805,-3.53536443,C,NULL,CR,NULL
931820,Wales,NULL,The Vale of Glamorgan,305740,166320,51.38806877,-3.35602443,U,NULL,UR,NULL
931821,Wales,NULL,The Vale of Glamorgan,314140,167860,51.40324744,-3.235710419,U,NULL,UU,NULL
931822,Wales,NULL,Isle of Anglesey,239290,389520,53.37801905,-4.417464108,C,NULL,CR,NULL
931823,Wales,NULL,Isle of Anglesey,244560,392920,53.41013225,-4.339987656,U,NULL,UR,NULL
931825,Wales,NULL,Ceredigion,264270,284130,52.438239,-3.998142747,U,NULL,UR,NULL
931826,Wales,NULL,Ceredigion,267940,276140,52.36734936,-3.941033124,C,NULL,CR,NULL
931827,Wales,NULL,Ceredigion,251220,259660,52.21501048,-4.17914125,C,NULL,CR,NULL
931828,Wales,NULL,Ceredigion,245350,253310,52.1563487,-4.262091976,C,NULL,CR,NULL
931829,Wales,NULL,Ceredigion,230390,247050,52.095726,-4.477443132,C,NULL,CR,NULL
931830,Scotland,NULL,Aberdeen City,390370,807900,57.16185716,-2.160847514,U,NULL,UU,NULL
931831,Scotland,NULL,Aberdeen City,387230,812980,57.20741288,-2.213023027,U,NULL,UR,NULL
931832,Scotland,NULL,Aberdeen City,394830,801300,57.10264222,-2.086971644,U,NULL,UU,NULL
931833,Scotland,NULL,Aberdeenshire,355420,822220,57.28840975,-2.741212872,C,NULL,CR,NULL
931834,Scotland,NULL,Aberdeen City,386580,808040,57.16301869,-2.223514113,C,NULL,CR,NULL
931835,Scotland,NULL,Aberdeenshire,386360,786110,56.96601371,-2.225950001,U,NULL,UR,NULL
931836,Scotland,NULL,Aberdeenshire,372430,850310,57.5420706,-2.462204471,U,NULL,UR,NULL
931837,Scotland,NULL,Aberdeenshire,368210,864020,57.66493547,-2.534499839,U,NULL,UR,NULL
931838,Scotland,NULL,Aberdeenshire,385110,861810,57.64596488,-2.251103738,C,NULL,CR,NULL
931839,Scotland,NULL,Aberdeenshire,404710,837180,57.42495365,-1.923222439,U,NULL,UR,NULL
931840,Scotland,NULL,Aberdeenshire,407620,850140,57.54132817,-1.874369234,U,NULL,UR,NULL
931841,Scotland,NULL,Argyll & Bute,215770,691740,56.08286315,-4.962256992,U,NULL,UR,NULL
931842,Scotland,NULL,Scottish Borders,368520,658440,55.81818439,-2.503949357,U,NULL,UR,NULL
931843,Scotland,NULL,Clackmannanshire,287970,692810,56.11485614,-3.803269239,U,NULL,UU,NULL
931844,Scotland,NULL,West Dunbartonshire,250390,669860,55.89854191,-4.394330861,U,NULL,UU,NULL
931845,Scotland,NULL,West Dunbartonshire,240500,675460,55.94563115,-4.555640955,U,NULL,UU,NULL
931846,Scotland,NULL,Dundee City,347050,731770,56.47506045,-2.861158324,C,NULL,UU,NULL
931847,Scotland,NULL,Dundee City,335870,731550,56.47169291,-3.042562083,U,NULL,UU,NULL
931848,Scotland,NULL,Dundee City,340350,732130,56.47749221,-2.969987693,U,NULL,UU,NULL
931849,Scotland,NULL,Dundee City,343600,733670,56.49172672,-2.91756745,U,NULL,UU,NULL
931850,Scotland,NULL,East Ayrshire,257210,616590,55.42234988,-4.257642552,C,NULL,CR,NULL
931851,Scotland,NULL,East Ayrshire,255460,634890,55.58613818,-4.294810106,U,NULL,UR,NULL
931852,Scotland,NULL,East Ayrshire,247200,643060,55.65695978,-4.430270051,U,NULL,UR,NULL
931853,Scotland,NULL,East Lothian,369240,671190,55.93278366,-2.493912351,C,NULL,CR,NULL
931854,Scotland,NULL,East Renfrewshire,256450,657170,55.7864606,-4.290787596,C,NULL,CU,NULL
931855,Scotland,NULL,East Renfrewshire,252650,656230,55.77687823,-4.350821899,U,NULL,UU,NULL
931856,Scotland,NULL,East Renfrewshire,247750,657140,55.7835291,-4.429375272,U,NULL,UU,NULL
931857,Scotland,NULL,Falkirk,293550,680450,56.00513349,-3.708659403,U,NULL,UU,NULL
931858,Scotland,NULL,Falkirk,286320,680360,56.00266475,-3.824500768,U,NULL,UU,NULL
931859,Scotland,NULL,Falkirk,284340,677890,55.9800105,-3.855169592,C,NULL,CR,NULL
931860,Scotland,NULL,Inverclyde,226120,677590,55.95975805,-4.786987481,U,NULL,UU,NULL
931861,Scotland,NULL,City of Edinburgh,316280,666670,55.88586891,-3.339996457,U,NULL,UU,NULL
931862,Scotland,NULL,City of Edinburgh,328790,669490,55.9132154,-3.14079226,U,NULL,UU,NULL
931863,Scotland,NULL,City of Edinburgh,327530,675240,55.96467882,-3.162491503,U,NULL,UU,NULL
931864,Scotland,NULL,City of Edinburgh,324810,676460,55.97521909,-3.206394224,U,NULL,UU,NULL
931865,Scotland,NULL,City of Edinburgh,323410,668910,55.90717814,-3.226675535,C,NULL,UU,NULL
931866,Scotland,NULL,City of Edinburgh,322420,676650,55.97654505,-3.244735497,U,NULL,UU,NULL
931867,Scotland,NULL,City of Edinburgh,325630,669950,55.91686889,-3.191460654,U,NULL,UU,NULL
931868,Scotland,NULL,Fife,345510,720870,56.37697005,-2.88387957,U,NULL,UR,NULL
931869,Scotland,NULL,Fife,317770,697060,56.15909655,-3.325504436,U,NULL,UR,NULL
931870,Scotland,NULL,Glasgow City,253500,659980,55.81080213,-4.339301007,U,NULL,UU,NULL
931871,Scotland,NULL,Glasgow City,252010,671860,55.91699701,-4.369541957,U,NULL,UU,NULL
931872,Scotland,NULL,Glasgow City,256900,670430,55.90563887,-4.290611912,U,NULL,UU,NULL
931873,Scotland,NULL,Glasgow City,259060,669420,55.89720882,-4.255564205,U,NULL,UU,NULL
931874,Scotland,NULL,Glasgow City,263210,665170,55.86024849,-4.187102953,U,NULL,UU,NULL
931875,Scotland,NULL,Highland,271240,844660,57.47385872,-4.148742573,U,NULL,UR,NULL
931876,Scotland,NULL,Midlothian,336170,666000,55.88290038,-3.021924658,C,NULL,CR,NULL
931877,Scotland,NULL,North Ayrshire,223850,643380,55.6519258,-4.801151493,U,NULL,UU,NULL
931878,Scotland,NULL,North Ayrshire,228540,649150,55.70538916,-4.730316057,U,NULL,UR,NULL
931879,Scotland,NULL,West Lothian,306800,672430,55.93586121,-3.493485202,U,NULL,UU,NULL
931880,Scotland,NULL,West Lothian,302690,669060,55.90477868,-3.558034675,U,NULL,UU,NULL
931881,Scotland,NULL,West Lothian,305590,665060,55.86942987,-3.510271698,U,NULL,UU,NULL
931882,Scotland,NULL,West Lothian,293290,668740,55.89991121,-3.708188192,U,NULL,UR,NULL
931883,Scotland,NULL,West Lothian,300350,659050,55.81439568,-3.59176512,C,NULL,CR,NULL
931884,Scotland,NULL,North Lanarkshire,280060,656460,55.78652225,-3.914221006,C,NULL,CU,NULL
931885,Scotland,NULL,North Lanarkshire,272220,677570,55.97406218,-4.0491221,C,NULL,UU,NULL
931886,Scotland,NULL,North Lanarkshire,274700,676030,55.96088823,-4.008693544,U,NULL,UU,NULL
931887,Scotland,NULL,North Lanarkshire,271870,663790,55.85023766,-4.048190346,U,NULL,UU,NULL
931888,Scotland,NULL,North Lanarkshire,276030,666730,55.87772513,-3.983133369,U,NULL,UU,NULL
931889,Scotland,NULL,North Lanarkshire,277320,659300,55.81133677,-3.959167344,U,NULL,UU,NULL
931890,Scotland,NULL,North Lanarkshire,270870,661880,55.8328208,-4.063242792,U,NULL,UU,NULL
931891,Scotland,NULL,Perth & Kinross,308480,714570,56.3146654,-3.481080249,C,NULL,CR,NULL
931892,Scotland,NULL,Perth & Kinross,287440,721620,56.37343928,-3.824050471,U,NULL,UR,NULL
931893,Scotland,NULL,Perth & Kinross,309510,723930,56.39892747,-3.467662555,U,NULL,UU,NULL
931894,Scotland,NULL,Perth & Kinross,313040,726580,56.42339155,-3.411372664,U,NULL,UR,NULL
931895,Scotland,NULL,Renfrewshire,241600,665740,55.85874815,-4.532351579,U,NULL,UR,NULL
931896,Scotland,NULL,Renfrewshire,237990,664190,55.84363607,-4.589037837,C,NULL,CR,NULL
931897,Scotland,NULL,South Ayrshire,215890,590400,55.17353504,-4.89250476,C,NULL,CR,NULL
931898,Scotland,NULL,South Ayrshire,238540,631540,55.55075175,-4.56101649,U,NULL,UR,NULL
931899,Scotland,NULL,South Ayrshire,235090,624820,55.48927833,-4.611641602,U,NULL,UU,NULL
931900,Scotland,NULL,South Lanarkshire,275330,646630,55.69705512,-3.985110909,U,NULL,UR,NULL
931901,Scotland,NULL,Stirling,250470,693450,56.11032912,-4.406184981,C,NULL,CR,NULL
931902,Scotland,NULL,Stirling,277630,701040,56.18621549,-3.973237661,U,NULL,UR,NULL
931903,Scotland,NULL,Stirling,279940,695810,56.13984192,-3.933680697,U,NULL,UU,NULL
931904,Scotland,NULL,Orkney Islands,334840,1010640,58.97793023,-3.135169049,U,NULL,UR,NULL
931905,Scotland,NULL,West Dunbartonshire,249110,671210,55.91026105,-4.415535472,U,NULL,UU,NULL
931906,Scotland,NULL,City of Edinburgh,320220,674410,55.9560633,-3.279314751,U,NULL,UU,NULL
931907,Scotland,NULL,City of Edinburgh,318480,675750,55.96780728,-3.307580001,U,NULL,UU,NULL
931908,Scotland,NULL,Falkirk,296750,676850,55.97350234,-3.655984193,C,NULL,UR,NULL
931909,Scotland,NULL,Fife,338070,718100,56.35117045,-3.003671478,C,NULL,CR,NULL
931910,Scotland,NULL,Fife,334120,711950,56.29539312,-3.06603239,U,NULL,UR,NULL
931911,Scotland,NULL,Glasgow City,258330,665740,55.86395612,-4.265302661,U,NULL,UU,NULL
931912,Scotland,NULL,Glasgow City,260180,659210,55.80586958,-4.232404037,U,NULL,UU,NULL
931913,Scotland,NULL,Inverclyde,235970,670130,55.89626751,-4.624857754,U,NULL,UR,NULL
931914,Scotland,NULL,North Lanarkshire,272720,679960,55.99565485,-4.042247151,C,NULL,CR,NULL
931915,Scotland,NULL,North Lanarkshire,286660,660420,55.82367824,-3.810683768,U,NULL,UR,NULL
931916,Scotland,NULL,North Lanarkshire,274100,657280,55.79236932,-4.009578699,C,NULL,UU,NULL
931917,Scotland,NULL,North Lanarkshire,272190,665710,55.8675626,-4.043988014,U,NULL,UU,NULL
931918,Scotland,NULL,South Lanarkshire,261790,652180,55.74321524,-4.203172565,C,NULL,CU,NULL
931919,Scotland,NULL,South Lanarkshire,278790,650100,55.72909309,-3.931634262,U,NULL,UR,NULL
931920,Scotland,NULL,Stirling,255580,688770,56.06988899,-4.321558082,U,NULL,UR,NULL
931921,Scotland,NULL,South Ayrshire,232220,618310,55.42986898,-4.653083392,U,NULL,UU,NULL
931922,East Midlands,NULL,Northamptonshire,459680,275550,52.37475144,-1.124772138,U,NULL,UU,NULL
931923,East Midlands,NULL,Lincolnshire,523330,321950,52.7810529,-0.172928901,C,NULL,CU,NULL
931924,North West,NULL,Wirral,329150,390700,53.40833921,-3.067257814,U,NULL,UU,NULL
931927,Yorkshire and The Humber,NULL,North Yorkshire,458380,430780,53.7701013,-1.115744882,C,NULL,CR,NULL
931928,North East,NULL,Northumberland,396250,603710,55.32743681,-2.060650813,C,NULL,CR,NULL
931929,East of England,NULL,Hertfordshire,523090,224500,51.90545111,-0.212163835,U,NULL,UU,NULL
962974,East Midlands,NULL,Derby,433004,334152,52.9037987,-1.510761078,C11,NULL,CU,NULL
965032,East Midlands,NULL,Derby,436047,338746,52.94489884,-1.465013051,C16,NULL,CU,NULL
966210,East Midlands,NULL,Derby,436527,337373,52.93252479,-1.458024427,U,NULL,UU,NULL
966214,East Midlands,NULL,Derby,440922,336327,52.9228065,-1.392774173,U,NULL,UU,NULL
990053,East Midlands,NULL,Derby,431029,334350,52.90569575,-1.540104314,B5020,NULL,BU,NULL
990547,Scotland,NULL,Inverclyde,228660,675040,55.93778614,-4.74473114,B788,NULL,BU,NULL
990548,Scotland,NULL,North Lanarkshire,275670,673640,55.93967986,-3.992063527,B8039,NULL,BU,NULL
990549,Scotland,NULL,Falkirk,279610,678590,55.98513248,-3.931239446,B816,NULL,BR,NULL
