year,CP,estimation_method,estimation_method_detailed,fd_pc,fd_2WMV,fd_Car,fd_Bus,fd_lgv,fd_HGVR2,fd_HGVR3,fd_HGVR4,fd_hgva3,fd_hgva5,fd_hgva6,fd_hgv,fd_all_mv
2016,46323,Estimated,Estimated using previous year's AADF on this link,7,83,5275,31,1355,152,38,21,4,22,48,285,7029
2016,46324,Estimated,Estimated using previous year's AADF on this link,33,254,18983,486,3431,273,69,51,21,52,91,557,23712
2016,46325,Counted,Manual count,2,24,5235,17,1222,101,32,47,20,42,35,277,6775
2016,46326,Estimated,Estimated using previous year's AADF on this link,57,66,7788,65,1533,97,6,5,4,2,6.01,114,9566
2016,46337,Estimated,Estimated using previous year's AADF on this link,5,23,2027,19,512,52,46,7,13,7,7,133,2714
2016,46340,Estimated,Estimated using previous year's AADF on this link,10,377,32849,121,5816,823,109,150,29,98,109,1318,40482
2016,46341,Estimated,Estimated using previous year's AADF on this link,3,151,16545,93,2619,233,57,50,37,130,102,609,20017
2016,46343,Estimated,Estimated using previous year's AADF on this link,10,86,11935,48,2203,334,67,181,16,36,71,706,14979
2016,46344,Estimated,Estimated using previous year's AADF on this link,71.28,388,54576,383,9143,1517,251,187,141,643,596,3335,67825
2016,46347,Estimated,Estimated using previous year's AADF on this link,4,83,9267,31,2393,259,59,48,14,77,253,711,12485
2016,46350,Estimated,Estimated using previous year's AADF on this link,1,120,5107,18,1282,136,9,26,7,10,14,202,6728
2016,46351,Counted,Manual count,478,991,42803,225,7651,516,148,135,40,215,141,1195,52865
2016,46352,Counted,Manual count,76,194,43014,70,7784,798,190,642,96,107,443,2275,53338
2016,46353,Estimated,Estimated using previous year's AADF on this link,6,30,3980,18,873,57,18,20,4,10,19,128,5030
2016,46356,Estimated,Estimated using previous year's AADF on this link,100,199,25782,152,4143,202,56,13,32,69,73,444,30720
2016,46357,Estimated,Estimated using previous year's AADF on this link,93,181,28434,250,3828,262,50,46,8,14,20,400,33092
2016,46359,Estimated,Estimated using previous year's AADF on this link,29,67,7561,18,1271,311,26,54,56,33,43,523,9439
2016,46361,Counted,Manual count,41,140,19123,105,2968,328,95,179,32,207,164,1005,23341
2016,46362,Estimated,Estimated using previous year's AADF on this link,98,124,12574,224,1724,112,66,50,23,19,30,298,14943
2016,46365,Estimated,Estimated using previous year's AADF on this link,42,147,16634,433,3423,305,78,44,11,76,59,573,21209
2016,46367,Estimated,Estimated using previous year's AADF on this link,133,161,24276,445,3300,186,35,36,15,15,24,312,28493
2016,46368,Estimated,Estimated using previous year's AADF on this link,17,107,9664,86,1308,230,32,22,15,5,19,323,11488
2016,46369,Counted,Manual count,7,66,7501,66,1203,167,46,36,40,68,46,403,9239
2016,46370,Estimated,Estimated using previous year's AADF on this link,4,389,53916,207,9710,1400,312,354,299,1799,1870,6034,70256
2016,46371,Estimated,Estimated using previous year's AADF on this link,14.27,322,39036,167,8478,1388,196,230,357,1639,2064,5874,53877
2016,46375,Estimated,Estimated using previous year's AADF on this link,349,107,15559,81,2167,157,34,28,4,7,9,238,18152
2016,46376,Estimated,Estimated using previous year's AADF on this link,94,149,11168,61,1587,252,34,31,12,28,35,392,13356
2016,46377,Estimated,Estimated using previous year's AADF on this link,82,330,28299,115,3633,364,80,50,16,34,37,580,32956
2016,46379,Estimated,Estimated using previous year's AADF on this link,156,183,15565,846,2965,191,61,15,14,17,47,345,19905
2016,46380,Estimated,Estimated using previous year's AADF on this link,4,188,12128,40,2558,243,59,41,20,99,90,553,15467
2016,46381,Estimated,Estimated using previous year's AADF on this link,4,257,21011,142,4756,380,135,103,43,173,268,1102,27268
2016,46385,Estimated,Estimated using previous year's AADF on this link,11,128,9802,46,2165,298,71,91,55,166,145,825,12966
2016,46386,Estimated,Estimated using previous year's AADF on this link,22,30,8348,78,2053,357,138,72,27,68,140,802,11312
2016,46388,Estimated,Estimated using previous year's AADF on this link,416,280,13055,317,2010,199,34,37,24,57,80,431,16093
2016,46389,Estimated,Estimated using previous year's AADF on this link,17,219,15006,136,2939,539,144,112,75,185,242,1296,19595
2016,46392,Estimated,Estimated using previous year's AADF on this link,14.08,135,6884,39,1829,222,113,108,34,110,167,754,9641
2016,46393,Estimated,Estimated using previous year's AADF on this link,25,343,38174,43,7998,1068,339,358,110,390,2797,5061,51620
2016,46394,Estimated,Estimated using previous year's AADF on this link,1,119,26671,72,6288,1033,260,150,129,1330,1179,4080,37230
2016,46395,Estimated,Estimated using previous year's AADF on this link,39,205,44100,130,8323,1577,201,278,119,679,2023,4878,57635
2016,46397,Estimated,Estimated using previous year's AADF on this link,11.81,75,16032,25,3101,449,74,161,61,243,263,1251,20484
2016,46398,Estimated,Estimated using previous year's AADF on this link,182,148,16804,567,6604,836,157,190,49,309,308,1848,25972
2016,46400,Estimated,Estimated using previous year's AADF on this link,121,350,26745,440,3127,260,46,61,16,31,20,435,31097
2016,46402,Estimated,Estimated using previous year's AADF on this link,44,226,21021,171,2987,497,62,28,50,96,63,796,25201
2016,46404,Estimated,Estimated using previous year's AADF on this link,37,139,10855,161,1455,114,30,43,11,17,12,226,12835
2016,46405,Counted,Manual count,244,291,17368,61,2994,211,51,20,24,28,7,341,21055
2016,46406,Counted,Manual count,36,71,5518,15,889,94,12,16,15,11,54,202,6696
2016,46407,Estimated,Estimated using previous year's AADF on this link,640,302,15464,239,2159,133,33,19,13,17,9,223,18387
2016,46408,Estimated,Estimated using previous year's AADF on this link,840,104,7155,735,1398,111,37,25,1,3,17,194,9587
2016,46410,Estimated,Estimated using previous year's AADF on this link,45,126,6951,106,1758,154,53,53,23,18,30,330,9272
2016,46411,Estimated,Estimated using previous year's AADF on this link,80,208,14096,164,2986,254,50,83,53,64,61,565,18019
2016,46416,Estimated,Estimated using previous year's AADF on this link,1,105,24813,123,6942,1043,278,187,94,706,517,2826,34809
2016,46417,Estimated,Estimated using previous year's AADF on this link,4,460,35025,254,9072,1284,272,141,103,480,536,2814,47625
2016,46420,Estimated,Estimated using previous year's AADF on this link,33,178,12621,117,1987,165,42,28,14,17,65,331,15235
2016,46421,Counted,Manual count,17,96,7702,68,1509,165,32,24,10,14,17,262,9637
2016,46423,Estimated,Estimated using previous year's AADF on this link,5,72,9869,132,2064,335,92,109,91,182,163,972,13109
2016,46424,Counted,Manual count,30,115,12687,128,2530,211,56,249,68,115,96,796,16255
2016,46425,Estimated,Estimated using previous year's AADF on this link,8,32,2306,38,360,47,8,4.07,4.16,4.12,2.9,55,2792
2016,46429,Estimated,Estimated using previous year's AADF on this link,40,270,25199,395,3969,431,160,52,31,108,121,902,30735
2016,46432,Estimated,Estimated using previous year's AADF on this link,4419,1287,19408,1693,1993,453,27,12,6,3,4,506,24887
2016,46433,Estimated,Estimated using previous year's AADF on this link,5201,607,7508,1692,648,103,14,91,3,2,1,214,10669
2016,46435,Estimated,Estimated using previous year's AADF on this link,3721,1706,20122,1628,3395,427,53,115,42,15,20,672,27522
2016,46437,Counted,Manual count,4,871,80023,378,14391,3590,408,762,257,321,1675,7013,102676
2016,46438,Estimated,Estimated using previous year's AADF on this link,43,351,28899,207,4282,436,93,100,19,104,70,822,34561
2016,46439,Estimated,Estimated using previous year's AADF on this link,16,174,20116,138,2965,202,63,47,10,16,14,352,23746
2016,46440,Estimated,Estimated using previous year's AADF on this link,4,19,2286,12,612,144,28,19,4,18,27,240,3169
2016,46441,Counted,Manual count,162,311,21623,122,4058,517,178,276,100,418,295,1784,27898
2016,46449,Counted,Manual count,67,67,10898,98,1014,97,26,35,15,52,23,248,12326
2016,46450,Estimated,Estimated using previous year's AADF on this link,12,30,7926,39,1428,184,49,102,17,242,206,800,10222
2016,46451,Estimated,Estimated using previous year's AADF on this link,6,72,7356,32,1826,349,69,78,98,570,437,1602,10887
2016,46453,Estimated,Estimated using previous year's AADF on this link,13,78,10182,135,2041,86,56,23,3,10,31,209,12645
2016,46457,Estimated,Estimated using previous year's AADF on this link,16,28,10139,55,1640,69,25,48,8,6,16,173,12034
2016,46458,Estimated,Estimated using previous year's AADF on this link,23,158,9332,18,933,241,33,40,2,18,92,427,10868
2016,46461,Estimated,Estimated using previous year's AADF on this link,93,127,19033,156,3315,511,78,157,39,91,90,966,23596
2016,46463,Estimated,Estimated using previous year's AADF on this link,35,49,7168,57,1183,73,23,11,2,2,5,115,8572
2016,46464,Estimated,Estimated using previous year's AADF on this link,74,338,22880,153,4527,473,93,109,30,41,48,794,28693
2016,46465,Counted,Manual count,25,265,11659,122,1188,115,27,40,1,12,31,227,13461
2016,46469,Estimated,Estimated using previous year's AADF on this link,302,511,12187,1429,1457,289,35,16,7,4,10,361,15944
2016,46470,Estimated,Estimated using previous year's AADF on this link,19,68,5994,36,921,105,15,3,3,17,18,161,7180
2016,46471,Estimated,Estimated using previous year's AADF on this link,36,42,8522,53,1456,121,20,12,3,5,3,163,10236
2016,46476,Counted,Manual count,3,43,5748,31,864,102,28,9,17,74,55,287,6973
2016,46477,Estimated,Estimated using previous year's AADF on this link,11,103,7447,36,1676,316,58,30,11,77,62,554,9815
2016,46479,Estimated,Estimated using previous year's AADF on this link,5,24,3763,34,1415,173,40,33,10,67,122,445,5681
2016,46480,Counted,Manual count,7,60,3648,31,902,88,43,91,44,37,105,408,5049
2016,46482,Estimated,Estimated using previous year's AADF on this link,40.77,144,35523,142,4721,1257,150,131,55,169,593,2356,42886
2016,46485,Estimated,Estimated using previous year's AADF on this link,4,64,6368,35,1688,286,46,49,27,254,168,829,8985
2016,46486,Estimated,Estimated using previous year's AADF on this link,52,118,19306,156,3323,477,89,70,78,142,260,1116,24019
2016,46487,Estimated,Estimated using previous year's AADF on this link,143,78,13311,363,1684,151,22,5,9,5,1,193,15630
2016,46488,Estimated,Estimated using previous year's AADF on this link,65,60,13669,132,1931,157,42,4,5,18,21,247,16040
2016,46491,Estimated,Estimated using previous year's AADF on this link,17.14,216,54716,138,9782,1327,405,534,200,779,5247,8491,73342
2016,46492,Estimated,Estimated using previous year's AADF on this link,11.23,226,41003,129,7042,1077,253,362,149,1332,3511,6684,55084
2016,46494,Estimated,Estimated using previous year's AADF on this link,6.53,127,32461,84,7112,1104,203,332,527,2772,2488,7424,47208
2016,46496,Counted,Manual count,2,65,5003,36,1236,81,30,6,9,32,74,230,6570
2016,46500,Counted,Manual count,6,142,26665,74,5852,848,123,241,203,951,613,2979,35713
2016,46505,Counted,Manual count,1,253,61331,242,8233,1030,231,339,147,418,1492,3658,73716
2016,46508,Estimated,Estimated using previous year's AADF on this link,119,168,15076,171,2222,171,42,51,9,16,7,297,17934
2016,46509,Estimated,Estimated using previous year's AADF on this link,26,79,10040,193,2069,239,30,15,15,12,13,324,12706
2016,46510,Counted,Manual count,8,114,22432,101,4770,744,121,194,113,357,343,1872,29290
2016,46513,Estimated,Estimated using previous year's AADF on this link,43,97,13846,105,2350,194,45,12,18,23,35,328,16727
2016,46514,Counted,Manual count,3,98,12113,74,2796,311,113,128,135,453,367,1506,16587
2016,46515,Estimated,Estimated using previous year's AADF on this link,5,239,23550,109,5719,665,258,147,135,187,2033,3424,33041
2016,46520,Estimated,Estimated using previous year's AADF on this link,2,57,5865,28,1198,168,29,117,39,160,190,703,7851
2016,46522,Estimated,Estimated using previous year's AADF on this link,186,68,13285,544,2085,141,51,60,12,34,54,352,16334
2016,46524,Estimated,Estimated using previous year's AADF on this link,153,183,16981,283,2180,445,60,151,33,79,72,839,20465
2016,46526,Counted,Manual count,9,120,7623,48,1023,164,29,32,25,108,73,432,9245
2016,46528,Estimated,Estimated using previous year's AADF on this link,78,29,7704,41,1226,125,48,40,25,29,36,304,9304
2016,46529,Estimated,Estimated using previous year's AADF on this link,220,256,26527,356,5916,462,182,138,23,47,411,1264,34319
2016,46533,Counted,Manual count,11,99,6459,50,1403,168,58,50,32,257,317,881,8892
2016,46535,Estimated,Estimated using previous year's AADF on this link,10,36,6879,27,1872,235,57,53,67,196,254,862,9675
2016,46536,Estimated,Estimated using previous year's AADF on this link,264,188,21472,166,3889,276,28,26,26,20,30,405,26121
2016,46538,Counted,Manual count,7,65,11150,160,1558,78,22,10,13,5,4,132,13065
2016,46540,Estimated,Estimated using previous year's AADF on this link,27.35,95,34302,120,7367,1690,269,250,295,1908,2031,6444,48328
2016,46546,Counted,Manual count,202,154,33389,530,4498,615,69,53,53,73,32,895,39465
2016,46548,Estimated,Estimated using previous year's AADF on this link,6,18,2586,6,535,65,27,29,25,10,34,190,3334
2016,46549,Estimated,Estimated using previous year's AADF on this link,25,46,9521,81,1392,104,30,18,11,44,46,254,11294
2016,46550,Estimated,Estimated using previous year's AADF on this link,12,34,12465,81,2337,339,78,31,9,64,202,722,15639
2016,46553,Estimated,Estimated using previous year's AADF on this link,25,39,11614,1069,1596,108,25,28,4,5,5,174,14491
2016,46554,Estimated,Estimated using previous year's AADF on this link,12,47,2857,66,581,42,24,113,3,24,20,226,3778
2016,46555,Estimated,Estimated using previous year's AADF on this link,5,30,7729,90,1447,155,36,40,25,103,228,588,9884
2016,46556,Counted,Manual count,21,468,61668,1165,9228,782,130,78,46,42,107,1185,73714
2016,46559,Estimated,Estimated using previous year's AADF on this link,2.66,19,4964,19,1346,353,57,53,14,143,239,860,7208
2016,46560,Counted,Manual count,25,23,3024,25,467,28,4,5.63,3,1,4.18,35,3575
2016,46561,Estimated,Estimated using previous year's AADF on this link,16,34,12983,319,2240,172,61,185,12,40,75,545,16120
2016,46562,Estimated,Estimated using previous year's AADF on this link,1,40,2755,19,696,109,36,94,9,32,86,366,3876
2016,46563,Estimated,Estimated using previous year's AADF on this link,49,117,22319,68,4642,348,128,158,39,150,212,1035,28182
2016,46566,Estimated,Estimated using previous year's AADF on this link,3,85,7746,26,1473,145,34,56,25,51,38,349,9680
2016,46567,Estimated,Estimated using previous year's AADF on this link,9,59,12700,75,2292,255,64,76,134,131,169,828,15955
2016,46568,Estimated,Estimated using previous year's AADF on this link,2,5,830,2,203,37,8,30,20,11,39,146,1186
2016,46569,Estimated,Estimated using previous year's AADF on this link,41.42,258,46907,145,7369,973,279,431,107,1454,1218,4462,59141
2016,46571,Estimated,Estimated using previous year's AADF on this link,7,14,2998,19,686,63,20,43,3,17,31,179,3896
2016,46572,Counted,Manual count,289,146,20083,404,2936,287,57,46,23,54,55,522,24091
2016,46573,Estimated,Estimated using previous year's AADF on this link,712,137,14928,199,2262,236,18,23,11,8,13,310,17836
2016,46577,Estimated,Estimated using previous year's AADF on this link,47,80,9885,82,1109,77,29,14,2,8,7,137,11294
2016,46578,Estimated,Estimated using previous year's AADF on this link,86,22,6760,1504,623,36,8,3,10.42,5.76,7.61,48,8957
2016,46579,Estimated,Estimated using previous year's AADF on this link,64,61,11136,139,1391,160,5,5,1,17,16,203,12931
2016,46580,Estimated,Estimated using previous year's AADF on this link,118,192,19183,813,2823,360,100,63,13,88,98,722,23733
2016,46581,Estimated,Estimated using previous year's AADF on this link,102,43,9260,491,2181,238,63,9,5,5,19,338,12312
2016,46583,Estimated,Estimated using previous year's AADF on this link,57,123,17858,73,4206,567,99,88,135,550,430,1869,24130
2016,46584,Estimated,Estimated using previous year's AADF on this link,5,102,3112,9,907,72,6,4,2,11,9,106,4236
2016,46588,Estimated,Estimated using previous year's AADF on this link,98,36,8073,5088,1345,135,44,13,3,2,2,200,14742
